title,status,proposal_date,categories,party_cleaned
"ร่างพระราชบัญญัติแก้ไขเพิ่มเติมคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 7/2558 เรื่อง การปฏิบัติหน้าที่ของคณะกรรมการคุรุสภา
คณะกรรมการส่งเสริมสวัสดิการและสวัสดิภาพครูและบุคลากรทางการศึกษาและคณะกรรมการบริหารองค์การค้าของสำนักงานคณะกรรมการ
ส่งเสริมสวัสดิการและสวัสดิภาพครูและบุคลากรทางการศึกษา ลงวันที่ 16 เมษายน พุทธศักราช 2558 พ.ศ. ....",REJECTED,2023-02-22,การศึกษา,พรรคประชาชน
ร่างพระราชบัญญัติส่งเสริมพุทธศาสนิกชนในการอุปถัมภ์และคุ้มครองพระพุทธศาสนา พ.ศ. ....,REJECTED,2022-01-27,วัฒนธรรม,พรรคเพื่อไทย
ร่างพระราชบัญญัติกองทุนเงินให้กู้ยืมเพื่อการศึกษา พ.ศ. 2560 (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2019-09-13,การศึกษา,พรรคภูมิใจไทย
ร่างพระราชบัญญัติกองทุนเงินให้กู้ยืมเพื่อการศึกษา พ.ศ. 2560 (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2019-09-13,การศึกษา,พรรคภูมิใจไทย
ร่างพระราชบัญญัติว่าด้วยการออกเสียงประชามติ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-11-29,การเมือง,พรรคประชาชน
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติที่ 17/2560 เรื่อง แก้ไขเพิ่มเติมคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 7/2558 ลงวันที่ 21 มีนาคม พุทธศักราช 2560 พ.ศ. ....,REJECTED,2023-02-22,การเมือง,พรรคประชาชน
พระราชบัญญัติอ้อยและน้ำตาลทราย (ฉบับที่ ..) พ.ศ. ....,MERGED,2019-09-13,เศรษฐกิจ,พรรคภูมิใจไทย
พระราชบัญญัติอ้อยและน้ำตาลทราย (ฉบับที่ ..) พ.ศ. ....,MERGED,2019-09-13,เศรษฐกิจ,พรรคภูมิใจไทย
ร่างพระราชบัญญัติอาสาสมัครสาธารณสุขหมอประจำบ้านและหมอประจำหมู่บ้าน พ.ศ. ....,REJECTED,2019-09-13,สาธารณสุข,พรรคภูมิใจไทย
ร่างพระราชบัญญัติอาสาสมัครสาธารณสุขหมอประจำบ้านและหมอประจำหมู่บ้าน พ.ศ. ....,REJECTED,2019-09-13,สาธารณสุข,พรรคภูมิใจไทย
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายที่ดิน (ฉบับที่ ..) พ.ศ. ....,REJECTED,2021-12-02,เศรษฐกิจ,พรรคพลังประชารัฐ
ร่างพระราชบัญญัติบำเหน็จบำนาญข้าราชการส่วนท้องถิ่น (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-09-07,สวัสดิการ,พรรคครูไทยเพื่อประชาชน
ร่างพระราชบัญญัติบำเหน็จบำนาญข้าราชการส่วนท้องถิ่น (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-09-07,สวัสดิการ,พรรคกล้าธรรม
ร่างพระราชบัญญัติบำเหน็จบำนาญข้าราชการส่วนท้องถิ่น (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-09-07,สวัสดิการ,พรรคครูไทยเพื่อประชาชน
ร่างพระราชบัญญัติลักษณะปกครองท้องที่ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-09-07,การเมือง,พรรคครูไทยเพื่อประชาชน
ร่างพระราชบัญญัติลักษณะปกครองท้องที่ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-09-07,การเมือง,พรรคกล้าธรรม
ร่างพระราชบัญญัติลักษณะปกครองท้องที่ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-09-07,การเมือง,พรรคครูไทยเพื่อประชาชน
ร่างพระราชบัญญัติวินัยการเงินการคลังของรัฐ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2020-02-05,เศรษฐกิจ,พรรคประชาชน
ร่างพระราชบัญญัติส่งเสริมการศึกษานอกระบบและการศึกษาตามอัธยาศัย (ฉบับที่ ..) พ.ศ. ....,REJECTED,2019-09-13,การศึกษา,พรรคภูมิใจไทย
ร่างพระราชบัญญัติส่งเสริมการศึกษานอกระบบและการศึกษาตามอัธยาศัย (ฉบับที่ ..) พ.ศ. ....,REJECTED,2019-09-13,การศึกษา,พรรคภูมิใจไทย
ร่างพระราชบัญญัติพืชพลังงาน พ.ศ. ....,REJECTED,2019-09-13,เศรษฐกิจ,พรรคภูมิใจไทย
ร่างพระราชบัญญัติพืชพลังงาน พ.ศ. ....,REJECTED,2019-09-13,เศรษฐกิจ,พรรคภูมิใจไทย
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายแพ่งและพาณิชย์ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-08-31,กระบวนการยุติธรรม,พรรคประชาชน
ร่างพระราชบัญญัติส่งเสริมพุทธศาสนิกชนในการอุปถัมภ์และคุ้มครองพระพุทธศาสนา พ.ศ. ....,REJECTED,2022-06-22,วัฒนธรรม,พรรคเพื่อไทย
ร่างพระราชบัญญัติส่งเสริมพุทธศาสนิกชนในการอุปถัมภ์และคุ้มครองพระพุทธศาสนา พ.ศ. ....,REJECTED,2022-06-22,วัฒนธรรม,พรรคเพื่อไทย
ร่างพระราชบัญญัติส่งเสริมพุทธศาสนิกชนในการอุปถัมภ์และคุ้มครองพระพุทธศาสนา พ.ศ. ....,REJECTED,2022-06-22,วัฒนธรรม,พรรคเพื่อไทย
"ร่างพระราชบัญญัติแก้ไขเพิ่มเติมคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 16/2560 เรื่อง การบริหารงานบุคคลของข้าราชการครูและบุคลากรทางการศึกษา
ลงวันที่ 21 มีนาคม พุทธศักราช 2560 พ.ศ. ....",REJECTED,2023-02-22,การศึกษา,พรรคประชาชน
ร่างพระราชบัญญัติธนาคารพุทธแห่งประเทศไทย พ.ศ. ....,REJECTED,2022-01-27,เศรษฐกิจ,พรรคเพื่อไทย
พระราชบัญญัติคุ้มครองแรงงาน (ฉบับที่ 8) พ.ศ. 2566,ENACTED,2019-09-13,แรงงาน,พรรคภูมิใจไทย
พระราชบัญญัติคุ้มครองแรงงาน (ฉบับที่ 8) พ.ศ. 2566,ENACTED,2019-09-13,แรงงาน,พรรคภูมิใจไทย
ร่างพระราชบัญญัติเขตพัฒนาเศรษฐกิจพิเศษชายเเดนภาคใต้ พ.ศ. ....,REJECTED,2019-09-13,เศรษฐกิจ,พรรคภูมิใจไทย
ร่างพระราชบัญญัติเขตพัฒนาเศรษฐกิจพิเศษชายเเดนภาคใต้ พ.ศ. ....,REJECTED,2019-09-13,เศรษฐกิจ,พรรคภูมิใจไทย
ร่างพระราชบัญญัติค่าตอบแทนผู้เสียหาย และค่าทดแทน และค่าใช้จ่ายแก่ผู้ต้องหาและจำเลยในคดีอาญา พ.ศ. ....,REJECTED,2020-12-23,กระบวนการยุติธรรม,พรรคพลังประชารัฐ
ร่างพระราชบัญญัติส่งเสริมการเดินทางไปพุทธสังเวชนียสถาน พ.ศ. ....,REJECTED,2022-06-22,วัฒนธรรม,พรรคเพื่อไทย
ร่างพระราชบัญญัติส่งเสริมการเดินทางไปพุทธสังเวชนียสถาน พ.ศ. ....,REJECTED,2022-06-22,วัฒนธรรม,พรรคเพื่อไทย
ร่างพระราชบัญญัติส่งเสริมการเดินทางไปพุทธสังเวชนียสถาน พ.ศ. ....,REJECTED,2022-06-22,วัฒนธรรม,พรรคเพื่อไทย
ร่างพระราชบัญญัติคู่ชีวิต พ.ศ. ....,REJECTED,2022-06-10,สวัสดิการ,พรรคประชาธิปัตย์
พระราชบัญญัติแก้ไขเพิ่มเติมคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 19/2560 เรื่อง การปฏิรูปการศึกษาในภูมิภาคของกระทรวงศึกษาธิการ ลงวันที่ 3 เมษายน พุทธศักราช 2560 พ.ศ. 2565,MERGED,2020-11-30,การศึกษา,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติการศึกษาแห่งชาติ พ.ศ. ....,REJECTED,2021-06-17,การศึกษา,พรรคเพื่อไทย
ร่างพระราชบัญญัติยาเสพติดให้โทษ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2019-09-13,กระบวนการยุติธรรม,พรรคภูมิใจไทย
ร่างพระราชบัญญัติยาเสพติดให้โทษ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2019-09-13,กระบวนการยุติธรรม,พรรคภูมิใจไทย
ร่างพระราชบัญญัติป่าไม้ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-09-16,สิ่งแวดล้อม,พรรคภูมิใจไทย
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ..) พ.ศ. ....,REJECTED,2020-09-18,กระบวนการยุติธรรม,พรรคประชาชน
ร่างพระราชบัญญัติองค์กรจัดสรรคลื่นความถี่และกำกับการประกอบกิจการวิทยุกระจายเสียง วิทยุโทรทัศน์ และกิจการโทรคมนาคม (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-06-14,เศรษฐกิจ,พรรคเพื่อไทย
ร่างพระราชบัญญัติการประกอบกิจการกระจายเสียง และกิจการโทรทัศน์ (ฉบับที่..) พ.ศ. ....,REJECTED,2022-09-14,เศรษฐกิจ,พรรคเพื่อไทย
ร่างพระราชบัญญัติเขตพัฒนาพื้นที่ระเบียงเศรษฐกิจภาคใต้ พ.ศ. ....,REJECTED,2020-12-03,เศรษฐกิจ,พรรคพลังท้องถิ่นไท
ร่างพระราชบัญญัติกองทุนบำเหน็จบำนาญข้าราชการ(ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-09-07,สวัสดิการ,พรรคครูไทยเพื่อประชาชน
ร่างพระราชบัญญัติกองทุนบำเหน็จบำนาญข้าราชการ(ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-09-07,สวัสดิการ,พรรคกล้าธรรม
ร่างพระราชบัญญัติกองทุนบำเหน็จบำนาญข้าราชการ(ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-09-07,สวัสดิการ,พรรคครูไทยเพื่อประชาชน
พระราชบัญญัติกองทุนเงินให้กู้ยืมเพื่อการศึกษา (ฉบับที่ ..) พ.ศ. ....,MERGED,2020-12-03,การศึกษา,พรรคภูมิใจไทย
พระราชบัญญัติกองทุนเงินให้กู้ยืมเพื่อการศึกษา (ฉบับที่ ..) พ.ศ. ....,MERGED,2020-12-03,การศึกษา,พรรคภูมิใจไทย
ร่างพระราชบัญญัติบำเหน็จบำนาญข้าราชการ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-09-07,สวัสดิการ,พรรคครูไทยเพื่อประชาชน
ร่างพระราชบัญญัติบำเหน็จบำนาญข้าราชการ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-09-07,สวัสดิการ,พรรคกล้าธรรม
ร่างพระราชบัญญัติบำเหน็จบำนาญข้าราชการ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-09-07,สวัสดิการ,พรรคครูไทยเพื่อประชาชน
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดการประมง พ.ศ. 2558 พ.ศ. ....,MERGED,2022-09-01,สิ่งแวดล้อม,พรรคประชาชน
ร่างพระราชบัญญัติส่งเสริมการใช้ประโยชน์กัญชา กัญชง พ.ศ. ....,MERGED,2022-02-25,สาธารณสุข,พรรคพลังประชารัฐ
ร่างพระราชบัญญัติส่งเสริมการใช้ประโยชน์กัญชา กัญชง พ.ศ. ....,MERGED,2022-02-25,สาธารณสุข,พรรคเพื่อไทย
ร่างพระราชบัญญัติสถาบันพืชยาเสพติดแห่งประเทศไทย พ.ศ. ....,REJECTED,2019-09-13,สาธารณสุข,พรรคภูมิใจไทย
ร่างพระราชบัญญัติสถาบันพืชยาเสพติดแห่งประเทศไทย พ.ศ. ....,REJECTED,2019-09-13,สาธารณสุข,พรรคภูมิใจไทย
พระราชบัญญัติอ้อยและน้ำตาลทราย (ฉบับที่ ..) พ.ศ. ....,MERGED,2020-09-16,เศรษฐกิจ,พรรคเพื่อไทย
ร่างพระราชบัญญัติเขตเศรษฐกิจพิเศษขวานทองคลองไทยภาคใต้ พ.ศ. ....,REJECTED,2020-09-03,เศรษฐกิจ,พรรคเพื่อไทย
ร่างพระราชบัญญัติธนาคารพุทธแห่งประเทศไทย พ.ศ. ....,REJECTED,2022-06-22,เศรษฐกิจ,พรรคเพื่อไทย
ร่างพระราชบัญญัติธนาคารพุทธแห่งประเทศไทย พ.ศ. ....,REJECTED,2022-06-22,เศรษฐกิจ,พรรคเพื่อไทย
ร่างพระราชบัญญัติธนาคารพุทธแห่งประเทศไทย พ.ศ. ....,REJECTED,2022-06-22,เศรษฐกิจ,พรรคเพื่อไทย
ร่างพระราชบัญญัติกองทุนบำเหน็จบำนาญข้าราชการ(ฉบับที่..) พ.ศ. ....,REJECTED,2022-02-03,สวัสดิการ,พรรคครูไทยเพื่อประชาชน
ร่างพระราชบัญญัติกองทุนบำเหน็จบำนาญข้าราชการ(ฉบับที่..) พ.ศ. ....,REJECTED,2022-02-03,สวัสดิการ,พรรคกล้าธรรม
ร่างพระราชบัญญัติกองทุนบำเหน็จบำนาญข้าราชการ(ฉบับที่..) พ.ศ. ....,REJECTED,2022-02-03,สวัสดิการ,พรรคครูไทยเพื่อประชาชน
พระราชบัญญัติอ้อยและน้ำตาลทราย (ฉบับที่ ..) พ.ศ. ....,MERGED,2020-09-02,เศรษฐกิจ,พรรคเพื่อไทย
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชบัญญัติอ้อยและน้ำตาลทราย พ.ศ. 2527 (ฉบับที่ ..) พ.ศ. ....,IN_PROGRESS,2020-09-01,เศรษฐกิจ,พรรคเพื่อไทย
พระราชบัญญัติกองทุนเงินให้กู้ยืมเพื่อการศึกษา (ฉบับที่ ..) พ.ศ. ....,MERGED,2022-01-10,การศึกษา,พรรคเพื่อไทย
ร่างพระราชบัญญัติวิธีการงบประมาณ (ฉบับที่..) พ.ศ. ....,REJECTED,2019-08-30,การเมือง,พรรคเพื่อไทย
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดการประมง พ.ศ. 2558 พ.ศ. ....,MERGED,2022-06-08,สิ่งแวดล้อม,พรรคประชาชาติ
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดการประมง พ.ศ. 2558 พ.ศ. ....,MERGED,2022-06-08,สิ่งแวดล้อม,พรรคประชาชาติ
ร่างพระราชบัญญัติอากาศสะอาดเพื่อประชาชน พ.ศ. ....,REJECTED,2020-07-30,สิ่งแวดล้อม,พรรคภูมิใจไทย
พระราชบัญญัติป้องกันและปราบปรามการทรมานและการกระทำให้บุคคลสูญหาย พ.ศ. 2565,MERGED,2020-07-09,กระบวนการยุติธรรม,พรรคพลังประชารัฐ
ร่างพระราชบัญญัติการอาชีวศึกษา (ฉบับที่ ..) พ.ศ. ....,REJECTED,2021-03-01,การศึกษา,พรรคเพื่อไทย
ร่างพระราชบัญญัติการศึกษาแห่งชาติ พ.ศ. ....,REJECTED,2021-02-25,การศึกษา,พรรคประชาชน
ร่างพระราชบัญญัติผู้สูงอายุและบำนาญพื้นฐานแห่งชาติ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2021-02-16,สวัสดิการ,พรรคเศรษฐกิจ
ร่างพระราชบัญญัติผู้สูงอายุและบำนาญพื้นฐานแห่งชาติ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2021-02-16,สวัสดิการ,พรรคพลังประชารัฐ
ร่างพระราชบัญญัติผู้สูงอายุและบำนาญพื้นฐานแห่งชาติ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2021-02-16,สวัสดิการ,พรรคพลังประชารัฐ
พระราชบัญญัติป้องกันและปราบปรามการทรมานและการกระทำให้บุคคลสูญหาย พ.ศ. 2565,MERGED,2020-07-08,กระบวนการยุติธรรม,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติราชทัณฑ์ (ฉบับที่่ ..) พ.ศ. ....,REJECTED,2022-02-08,กระบวนการยุติธรรม,พรรคประชาธิปัตย์
"ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดให้อำนาจกระทรวงการคลังกู้เงินเพื่อแก้ไขปัญหา เยียวยา และฟื้นฟูเศรษฐกิจและสังคม ที่ได้รับผลกระทบจากการระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 
พ.ศ. 2563 (ฉบับที่ ..) พ.ศ. ....",REJECTED,2020-06-17,เศรษฐกิจ,พรรคเพื่อไทย
"ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดให้อำนาจกระทรวงการคลังกู้เงินเพื่อแก้ไขปัญหา เยียวยา และฟื้นฟูเศรษฐกิจและสังคม ที่ได้รับผลกระทบจากการระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 
พ.ศ. 2563 (ฉบับที่ ..) พ.ศ. ....",REJECTED,2020-06-17,เศรษฐกิจ,พรรคเพื่อไทย
"ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดให้อำนาจกระทรวงการคลังกู้เงินเพื่อแก้ไขปัญหา เยียวยา และฟื้นฟูเศรษฐกิจและสังคม ที่ได้รับผลกระทบจากการระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 
พ.ศ. 2563 (ฉบับที่ ..) พ.ศ. ....",REJECTED,2020-06-17,เศรษฐกิจ,พรรคเพื่อไทย
ร่างพระราชบัญญัติบำเหน็จบำนาญข้าราชการส่วนท้องถิ่น (ฉบับที่่ ..) พ.ศ. ....,REJECTED,2022-02-03,สวัสดิการ,พรรคครูไทยเพื่อประชาชน
ร่างพระราชบัญญัติบำเหน็จบำนาญข้าราชการส่วนท้องถิ่น (ฉบับที่่ ..) พ.ศ. ....,REJECTED,2022-02-03,สวัสดิการ,พรรคกล้าธรรม
ร่างพระราชบัญญัติบำเหน็จบำนาญข้าราชการส่วนท้องถิ่น (ฉบับที่่ ..) พ.ศ. ....,REJECTED,2022-02-03,สวัสดิการ,พรรคครูไทยเพื่อประชาชน
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดการรักษาเสถียรภาพของระบบการเงินและความมั่นคงทางเศรษฐกิจของประเทศ พ.ศ. 2563 (ฉบับที่ ..) พ.ศ. ....,REJECTED,2020-06-17,เศรษฐกิจ,พรรคเพื่อไทย
พระราชบัญญัติกองทุนเงินให้กู้ยืมเพื่อการศึกษา (ฉบับที่ ..) พ.ศ. ....,MERGED,2022-01-06,การศึกษา,พรรคประชาชาติ
พระราชบัญญัติกองทุนเงินให้กู้ยืมเพื่อการศึกษา (ฉบับที่ ..) พ.ศ. ....,MERGED,2022-01-06,การศึกษา,พรรคประชาชาติ
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายวิธีพิจารณาความอาญา (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-02-04,กระบวนการยุติธรรม,พรรคภูมิใจไทย
ร่างพระราชบัญญัติอุทยานแห่งชาติ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2021-06-16,สิ่งแวดล้อม,พรรคภูมิใจไทย
"ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดการให้ความช่วยเหลือทางการเงินแก่ผู้ประกอบ
วิสาหกิจที่ได้รับผลกระทบจากการระบาดของโรคติดเชื้อไวรัสโคโรนา 2019 พ.ศ. 2563 (ฉบับที่..) พ.ศ. ....",REJECTED,2020-06-17,เศรษฐกิจ,พรรคเพื่อไทย
ร่างพระราชบัญญัติสภาวิสาหกิจขนาดกลาง ขนาดย่อม และขนาดย่อยไทย พ.ศ. ....,REJECTED,2019-11-27,เศรษฐกิจ,พรรคเพื่อไทย
ร่างพระราชบัญญัติป่าสงวนแห่งชาติ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2021-06-16,สิ่งแวดล้อม,พรรคภูมิใจไทย
ร่างพระราชบัญญัติสภาองค์กรส่งเสริมกิจการพระพุทธศาสนา พ.ศ. ....,REJECTED,2022-06-22,วัฒนธรรม,พรรคเพื่อไทย
ร่างพระราชบัญญัติสภาองค์กรส่งเสริมกิจการพระพุทธศาสนา พ.ศ. ....,REJECTED,2022-06-22,วัฒนธรรม,พรรคเพื่อไทย
ร่างพระราชบัญญัติสภาองค์กรส่งเสริมกิจการพระพุทธศาสนา พ.ศ. ....,REJECTED,2022-06-22,วัฒนธรรม,พรรคเพื่อไทย
ร่างพระราชบัญญัติป่าไม้ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2021-06-16,สิ่งแวดล้อม,พรรคภูมิใจไทย
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ..) พ.ศ. ....,REJECTED,2022-02-02,กระบวนการยุติธรรม,พรรคประชาชาติ
ร่างพระราชบัญญัติกีฬามวย (ฉบับที่..) พ.ศ. ....,REJECTED,2021-06-09,วัฒนธรรม,พรรคภูมิใจไทย
ร่างพระราชบัญญัติการรื้อฟื้นคดีอาญาขึ้นพิจารณาใหม่ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2021-02-09,กระบวนการยุติธรรม,พรรคพลังประชารัฐ
ร่างพระราชบัญญัติการบริหารราชการในสถานการณ์ฉุกเฉิน พ.ศ. ....,REJECTED,2020-06-18,การเมือง,พรรคประชาชน
ร่างพระราชบัญญัติกองทุนเงินให้กู้ยืมเพื่อการศึกษา (ฉบับที่ ..) พ.ศ. ....,REJECTED,2019-10-28,การศึกษา,พรรคภูมิใจไทย
ร่างพระราชบัญญัติกองทุนเงินให้กู้ยืมเพื่อการศึกษา (ฉบับที่ ..) พ.ศ. ....,REJECTED,2019-10-28,การศึกษา,พรรคภูมิใจไทย
ร่างพระราชบัญญัติกัญชา กัญชง พ.ศ. ....,REJECTED,2022-01-26,สาธารณสุข,พรรคภูมิใจไทย
ร่างพระราชบัญญัติกัญชา กัญชง พ.ศ. ....,REJECTED,2022-01-26,สาธารณสุข,พรรคภูมิใจไทย
พระราชบัญญัติแก้ไขเพิ่มเติมคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 19/2560 เรื่อง การปฏิรูปการศึกษาในภูมิภาคของกระทรวงศึกษาธิการ ลงวันที่ 3 เมษายน พุทธศักราช 2560 พ.ศ. 2565,ENACTED,2021-02-03,การศึกษา,พรรคพลังประชารัฐ
พระราชบัญญัติแก้ไขเพิ่มเติมคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 19/2560 เรื่อง การปฏิรูปการศึกษาในภูมิภาคของกระทรวงศึกษาธิการ ลงวันที่ 3 เมษายน พุทธศักราช 2560 พ.ศ. 2565,ENACTED,2021-02-03,การศึกษา,พรรคเศรษฐกิจ
พระราชบัญญัติแก้ไขเพิ่มเติมคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 19/2560 เรื่อง การปฏิรูปการศึกษาในภูมิภาคของกระทรวงศึกษาธิการ ลงวันที่ 3 เมษายน พุทธศักราช 2560 พ.ศ. 2565,ENACTED,2021-02-03,การศึกษา,พรรคพลังประชารัฐ
พระราชบัญญัติแก้ไขเพิ่มเติมคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 19/2560 เรื่อง การปฏิรูปการศึกษาในภูมิภาคของกระทรวงศึกษาธิการ ลงวันที่ 3 เมษายน พุทธศักราช 2560 พ.ศ. 2565,MERGED,2020-05-27,การศึกษา,พรรคเพื่อไทย
ร่างพระราชบัญญัติจัดตั้งศาลจังหวัดที่อำเภอสุไหงปาดี จังหวัดนราธิวาส พ.ศ. ....,REJECTED,2019-11-22,กระบวนการยุติธรรม,พรรคประชาชาติ
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมคำสั่งหัวหน้าคณะรักษาความสงบแห่งชาติ ที่ 11/2561 เรื่อง การแก้ไของค์ประกอบของคณะกรรมการมาตรฐานวิชาชีพตามกฎหมายว่าด้วยสภาครูและบุคลากรทางการศึกษา ลงวันที่ 25 กรกฎาคม พุทธศักราช 2561 พ.ศ. ....,REJECTED,2023-03-22,การศึกษา,พรรคประชาชน
ร่างพระราชบัญญัติการแบ่งปันผลประโยชน์ยางพารา พ.ศ. ....,REJECTED,2019-09-13,เศรษฐกิจ,พรรคภูมิใจไทย
ร่างพระราชบัญญัติการแบ่งปันผลประโยชน์ยางพารา พ.ศ. ....,REJECTED,2019-09-13,เศรษฐกิจ,พรรคภูมิใจไทย
ร่างพระราชบัญญัติระเบียบบริหารราชการนครสมุย พ.ศ. ....,REJECTED,2020-02-20,การเมือง,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติการแบ่งปันผลประโยชน์มันสำปะหลัง พ.ศ. ....,REJECTED,2019-09-13,เศรษฐกิจ,พรรคภูมิใจไทย
ร่างพระราชบัญญัติการแบ่งปันผลประโยชน์มันสำปะหลัง พ.ศ. ....,REJECTED,2019-09-13,เศรษฐกิจ,พรรคภูมิใจไทย
ร่างพระราชบัญญัติส่งเสริมและพัฒนาคุณภาพชีวิตคนพิการ (ฉบับที่ ..) พ.ศ. ....,REJECTED,2023-02-22,สวัสดิการ,พรรคประชาธิปัตย์
ร่างพระราชบัญญัติส่งเสริมการเดินทางไปพุทธสังเวชนียสถาน พ.ศ. ....,REJECTED,2022-01-27,วัฒนธรรม,พรรคเพื่อไทย
ร่างพระราชบัญญัติแก้ไขเพิ่มเติมพระราชกำหนดการประมง พ.ศ. 2558 พ.ศ. ....,MERGED,2021-03-18,สิ่งแวดล้อม,พรรคชาติไทยพัฒนา
ร่างพระราชบัญญัติการแบ่งปันผลประโยชน์ข้าว พ.ศ. ....,REJECTED,2019-09-13,เศรษฐกิจ,พรรคภูมิใจไทย
ร่างพระราชบัญญัติการแบ่งปันผลประโยชน์ข้าว พ.ศ. ....,REJECTED,2019-09-13,เศรษฐกิจ,พรรคภูมิใจไทย
ร่างพระราชบัญญัติวิธีพิจารณาคดีจราจร พ.ศ. ....,REJECTED,2019-08-08,กระบวนการยุติธรรม,พรรคชาติไทยพัฒนา
ร่างพระราชบัญญัติสภาองค์กรส่งเสริมกิจการพระพุทธศาสนา พ.ศ. ....,REJECTED,2022-01-27,วัฒนธรรม,พรรคเพื่อไทย
"ร่างพระราชบัญญัติแก้ไขเพิ่มเติมประมวลกฎหมายอาญา (ฉบับที่ ..) พ.ศ. .... 
(แก้ไขเพิ่มเติมเกี่ยวกับการนับอายุความกรณีผู้กระทำความผิดหลบหนี)",IN_PROGRESS,2025-10-22,กระบวนการยุติธรรม,พรรคประชาชาติ
ร่างพระราชบัญญัติสภาตำบลและองค์การบริหารส่วนตำบล (ฉบับที่ ..) พ.ศ. ....,MERGED,2025-09-10,การเมือง,พรรคชาติไทยพัฒนา
ร่างพระราชบัญญัติเทศบาล (ฉบับที่ ..) พ.ศ. ....,MERGED,2025-09-10,การเมือง,พรรคชาติไทยพัฒนา
ร่างพระราชบัญญัติองค์การบริหารส่วนจังหวัด (ฉบับที่ ..) พ.ศ. ....,MERGED,2025-09-10,การเมือง,พรรคชาติไทยพัฒนา
ร่างพระราชบัญญัติอาสาสมัครเกษตร พ.ศ. ....,IN_PROGRESS,2025-12-10,เศรษฐกิจ,พรรคพลังประชารัฐ
ร่างพระราชบัญญัติอาสาสมัครเกษตร พ.ศ. ....,IN_PROGRESS,2025-12-10,เศรษฐกิจ,พรรคกล้าธรรม
